File,Line,Error type,Message,Fixability
developers/apis/graphql-content-delivery-api/requests/Try-'AND'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/and-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'AND'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'AND'-Operator.md,1,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'AND'-Operator.md,7,ALL CAPS word,"ALL CAPS word ""AND"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'AND'-Operator.md,33,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Above'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-above-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Above'-Operator.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Below'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-below-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Below'-Operator.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Count'-Function.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-count-function"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equal-and-Above'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-equal-and-above-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equal-and-Above'-Operator.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equal-and-Below'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-equal-and-below-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equal-and-Below'-Operator.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-[Taxonomy].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-equals-operator-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-[Taxonomy].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-[Terms].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-equals-operator-terms"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-[Terms].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/equals-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Group.md,29,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/equals-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-equals-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Nested-Modular-Blocks.md,13,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Nested-Modular-Blocks.md,16,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator-within-Nested-Modular-Blocks.md,13,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/equals-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator.md,9,Future tense,"Future tense ""will be"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Equals'-Operator.md,25,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-[Taxonomy].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-exists-operator-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-[Taxonomy].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/exists-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Group.md,13,Future tense,"Future tense ""will display"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/exists-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Modular-Blocks.md,13,Future tense,"Future tense ""will display"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-exists-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/exists"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator.md,12,Future tense,"Future tense ""will display"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Exists'-Operator.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Format'-Parameter.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/format-parameter"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Format'-Parameter.md,12,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/greater-than-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Group.md,30,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/greater-than-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-greater-than-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/greater-than"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than'-Operator.md,26,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/greater-than-or-equal-to-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Group.md,29,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/greater-than-or-equal-to-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Modular-Blocks.md,1,Other,"Heading exceeds 60 characters (61): ""Try 'Greater Than Or Equal To' Operator within Modular Block...""",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-greater-than-or-equal-to-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,1,Other,"Heading exceeds 60 characters (68): ""Try 'Greater Than Or Equal To' Operator within Nested Modula...""",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/greater-than-or-equal-to"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Greater-Than-Or-Equal-To'-Operator.md,25,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'IN'-Operator-[Terms].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-in-operator-terms"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'IN'-Operator-[Terms].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'IN'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/in-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'IN'-Operator.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/in-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Group.md,8,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/in-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-in-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'In'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Assets-Added-to-a-Content-Type'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-include-assets-added-to-a-content-type-"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Assets-Added-to-a-Content-Type'.md,15,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Multi-Content-Type-Reference-Fields'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-include-multi-content-type-reference-fields"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Multi-Content-Type-Reference-Fields'.md,21,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Multi-Content-Type-Reference-Fields'.md,18,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Single-Content-Type-Reference-Fields'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/include-single-content-type-reference-fields"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Single-Content-Type-Reference-Fields'.md,15,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Include-Single-Content-Type-Reference-Fields'.md,11,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Including-Global-Fields-from-Referenced-Entries'.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-including-global-fields-from-referenced-entries"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/less-than-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/less-than-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-less-than-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/less-than"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than'-Operator.md,25,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/less-than-or-equal-to-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/less-than-or-equal-to-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-less-than-or-equal-to-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator-within-Nested-Modular-Blocks.md,1,Other,"Heading exceeds 60 characters (65): ""Try 'Less Than Or Equal To' Operator within Nested Modular B...""",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/less-than-or-equal-to"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Less-Than-Or-Equal-To'-Operator.md,25,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Limit'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/limit"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Limit'-Operator.md,7,Future tense,"Future tense ""will return"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Limit'-Operator.md,7,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator-[Terms].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-nin-operator-terms"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator-[Terms].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator-[Terms].md,1,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator-[Terms].md,7,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-nin-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator.md,1,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'NIN'-Operator.md,7,ALL CAPS word,"ALL CAPS word ""NIN"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-[Taxonomy].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-not-equals-operator-taxonomy"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-[Taxonomy].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-[Terms].md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-not-equals-operator-terms"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-[Terms].md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/not-equals-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Group.md,11,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/not-equals-operator-within-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Modular-Blocks.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Modular-Blocks.md,11,ALL CAPS word,"ALL CAPS word ""NOT"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Nested-Modular-Blocks.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/try-not-equals-operator-within-nested-modular-blocks"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Nested-Modular-Blocks.md,17,Future tense,"Future tense ""will also"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator-within-Nested-Modular-Blocks.md,14,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/not-equals-operator"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator.md,9,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
developers/apis/graphql-content-delivery-api/requests/Try-'Not-Equals'-Operator.md,9,ALL CAPS word,"ALL CAPS word ""USD"" — use bold or a known acronym",Allowlist / manual
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Group.md,,Frontmatter,"frontmatter 'url' ""developers/apis/graphql-content-delivery-api/requests/array-not-equals-operator-within-group"" should start with https:// or /",Programmatic fix
developers/apis/graphql-content-delivery-api/requests/Try-'Not-In'-Operator-within-Group.md,10,Future tense,"Future tense ""will"" — rewrite in present tense",Manual content edit
